k,silhouette_score
8,0.23972315268834749
11,0.23245004348573287
9,0.2255655024967528
7,0.22417373872556104
12,0.2232121634450121
16,0.21386505857035426
13,0.2126906991743176
10,0.20525564657308837
6,0.19883546263250637
20,0.18373745819397994
14,0.16496191377880967
5,0.1621567351933075
4,0.16008031639911155
15,0.15487574807045504
3,0.12327228956880941
17,0.11919097685589441
2,0.10423901914641219
19,0.09964763497372194
22,0.08695652173913043
18,0.08106718161065987
21,0.02006688963210702
